UTC Timestamp,EEG Signal A3 (uV),EEG Signal A4 (uV)
2025-01-20 10:05:41.911187,304,0
2025-01-20 10:05:41.921187,323,0
2025-01-20 10:05:41.931187,571,1
2025-01-20 10:05:41.941187,346,0
2025-01-20 10:05:41.951187,425,0
2025-01-20 10:05:41.961187,705,2
2025-01-20 10:05:41.971187,550,1
2025-01-20 10:05:41.981187,761,3
2025-01-20 10:05:41.991187,737,3
2025-01-20 10:05:42.001187,742,3
2025-01-20 10:05:42.011187,582,1
2025-01-20 10:05:42.021187,962,5
2025-01-20 10:05:42.031187,470,1
2025-01-20 10:05:42.041187,527,1
2025-01-20 10:05:42.051187,540,1
2025-01-20 10:05:42.061187,643,2
2025-01-20 10:05:42.071187,744,3
2025-01-20 10:05:42.081187,532,1
2025-01-20 10:05:42.091187,600,2
2025-01-20 10:05:42.101187,741,3
2025-01-20 10:05:42.111187,672,2
2025-01-20 10:05:42.121187,699,2
2025-01-20 10:05:42.131187,828,3
2025-01-20 10:05:42.141187,689,2
2025-01-20 10:05:42.151187,504,1
2025-01-20 10:05:42.161187,655,2
2025-01-20 10:05:42.171187,626,2
2025-01-20 10:05:42.181187,500,1
2025-01-20 10:05:42.191187,523,1
2025-01-20 10:05:42.201187,712,2
2025-01-20 10:05:42.211187,529,1
2025-01-20 10:05:42.221187,734,3
2025-01-20 10:05:42.231187,610,2
2025-01-20 10:05:42.241187,756,3
2025-01-20 10:05:42.251187,631,2
2025-01-20 10:05:42.261187,595,1
2025-01-20 10:05:42.271187,477,1
2025-01-20 10:05:42.281187,634,2
2025-01-20 10:05:42.291187,620,2
2025-01-20 10:05:42.301187,308,0
2025-01-20 10:05:42.311187,545,1
2025-01-20 10:05:42.321187,477,1
2025-01-20 10:05:42.331187,426,1
2025-01-20 10:05:42.341187,611,2
2025-01-20 10:05:42.351187,124,0
2025-01-20 10:05:42.361187,278,0
2025-01-20 10:05:42.371187,198,0
2025-01-20 10:05:42.381187,210,0
2025-01-20 10:05:42.391187,451,1
2025-01-20 10:05:42.401187,336,0
2025-01-20 10:05:42.411187,433,1
2025-01-20 10:05:42.421187,490,1
2025-01-20 10:05:42.431187,518,1
2025-01-20 10:05:42.441187,324,0
2025-01-20 10:05:42.451187,591,1
2025-01-20 10:05:42.461187,404,0
2025-01-20 10:05:42.471187,471,1
2025-01-20 10:05:42.481187,394,0
2025-01-20 10:05:42.491187,561,1
2025-01-20 10:05:42.501187,565,1
2025-01-20 10:05:42.511187,527,1
2025-01-20 10:05:42.521187,760,3
2025-01-20 10:05:42.531187,439,1
2025-01-20 10:05:42.541187,710,3
2025-01-20 10:05:42.551187,535,1
2025-01-20 10:05:42.561187,661,2
2025-01-20 10:05:42.571187,604,2
2025-01-20 10:05:42.581187,725,3
2025-01-20 10:05:42.591187,718,2
2025-01-20 10:05:42.601187,719,3
2025-01-20 10:05:42.611187,651,2
2025-01-20 10:05:42.621187,647,2
2025-01-20 10:05:42.631187,597,1
2025-01-20 10:05:42.641187,666,2
2025-01-20 10:05:42.651187,629,2
2025-01-20 10:05:42.661187,492,1
2025-01-20 10:05:42.671187,544,1
2025-01-20 10:05:42.681187,572,1
2025-01-20 10:05:42.691187,588,1
2025-01-20 10:05:42.701187,488,1
2025-01-20 10:05:42.711187,654,2
2025-01-20 10:05:42.721187,302,0
2025-01-20 10:05:42.731187,326,0
2025-01-20 10:05:42.741187,470,1
2025-01-20 10:05:42.751187,418,0
2025-01-20 10:05:42.761187,446,1
2025-01-20 10:05:42.771187,413,0
2025-01-20 10:05:42.781187,382,0
2025-01-20 10:05:42.791187,480,1
2025-01-20 10:05:42.801187,546,1
2025-01-20 10:05:42.811187,352,0
2025-01-20 10:05:42.821187,513,1
2025-01-20 10:05:42.831187,412,0
2025-01-20 10:05:42.841187,402,0
2025-01-20 10:05:42.851187,492,1
2025-01-20 10:05:42.861187,491,1
2025-01-20 10:05:42.871187,486,1
2025-01-20 10:05:42.881187,675,2
2025-01-20 10:05:42.891187,573,1
2025-01-20 10:05:42.901187,614,2
2025-01-20 10:05:42.911187,813,3
2025-01-20 10:05:42.921187,1018,6
2025-01-20 10:05:42.931187,1018,5
2025-01-20 10:05:42.941187,1018,6
2025-01-20 10:05:42.951187,1018,5
2025-01-20 10:05:42.961187,1018,6
2025-01-20 10:05:42.971187,1018,6
2025-01-20 10:05:42.981187,1018,6
2025-01-20 10:05:42.991187,1018,5
2025-01-20 10:05:43.001187,1018,5
2025-01-20 10:05:43.011187,971,5
2025-01-20 10:05:43.021187,921,4
2025-01-20 10:05:43.031187,933,4
2025-01-20 10:05:43.041187,895,4
2025-01-20 10:05:43.051187,668,2
2025-01-20 10:05:43.061187,618,2
2025-01-20 10:05:43.071187,609,2
2025-01-20 10:05:43.081187,407,0
2025-01-20 10:05:43.091187,378,0
2025-01-20 10:05:43.101187,547,1
2025-01-20 10:05:43.111187,455,1
2025-01-20 10:05:43.121187,499,1
2025-01-20 10:05:43.131187,292,0
2025-01-20 10:05:43.141187,490,1
2025-01-20 10:05:43.151187,589,1
2025-01-20 10:05:43.161187,237,0
2025-01-20 10:05:43.171187,338,0
2025-01-20 10:05:43.181187,429,0
2025-01-20 10:05:43.191187,491,1
2025-01-20 10:05:43.201187,472,1
2025-01-20 10:05:43.211187,330,0
2025-01-20 10:05:43.221187,559,1
2025-01-20 10:05:43.231187,367,0
2025-01-20 10:05:43.241187,533,1
2025-01-20 10:05:43.251187,596,1
2025-01-20 10:05:43.261187,482,1
2025-01-20 10:05:43.271187,486,1
2025-01-20 10:05:43.281187,278,0
2025-01-20 10:05:43.291187,338,0
2025-01-20 10:05:43.301187,284,0
2025-01-20 10:05:43.311187,356,0
2025-01-20 10:05:43.321187,541,1
2025-01-20 10:05:43.331187,360,0
2025-01-20 10:05:43.341187,563,1
2025-01-20 10:05:43.351187,271,0
2025-01-20 10:05:43.361187,228,0
2025-01-20 10:05:43.371187,288,0
2025-01-20 10:05:43.381187,251,0
2025-01-20 10:05:43.391187,342,0
2025-01-20 10:05:43.401187,303,0
2025-01-20 10:05:43.411187,243,0
2025-01-20 10:05:43.421187,598,1
2025-01-20 10:05:43.431187,204,0
2025-01-20 10:05:43.441187,764,3
2025-01-20 10:05:43.451187,489,1
2025-01-20 10:05:43.461187,524,1
2025-01-20 10:05:43.471187,442,1
2025-01-20 10:05:43.481187,95,0
2025-01-20 10:05:43.491187,0,0
2025-01-20 10:05:43.501187,0,0
2025-01-20 10:05:43.511187,0,0
2025-01-20 10:05:43.521187,0,0
2025-01-20 10:05:43.531187,0,0
2025-01-20 10:05:43.541187,0,0
2025-01-20 10:05:43.551187,0,0
2025-01-20 10:05:43.561187,68,0
2025-01-20 10:05:43.571187,165,0
2025-01-20 10:05:43.581187,89,0
2025-01-20 10:05:43.591187,236,0
2025-01-20 10:05:43.601187,348,0
2025-01-20 10:05:43.611187,265,0
2025-01-20 10:05:43.621187,372,0
2025-01-20 10:05:43.631187,233,0
2025-01-20 10:05:43.641187,310,0
2025-01-20 10:05:43.651187,412,0
2025-01-20 10:05:43.661187,461,1
2025-01-20 10:05:43.671187,426,0
2025-01-20 10:05:43.681187,425,0
2025-01-20 10:05:43.691187,414,0
2025-01-20 10:05:43.701187,447,1
2025-01-20 10:05:43.711187,593,1
2025-01-20 10:05:43.721187,460,1
2025-01-20 10:05:43.731187,503,1
2025-01-20 10:05:43.741187,635,2
2025-01-20 10:05:43.751187,410,0
2025-01-20 10:05:43.761187,574,1
2025-01-20 10:05:43.771187,616,2
2025-01-20 10:05:43.781187,544,1
2025-01-20 10:05:43.791187,403,0
2025-01-20 10:05:43.801187,607,2
2025-01-20 10:05:43.811187,619,2
2025-01-20 10:05:43.821187,496,1
2025-01-20 10:05:43.831187,593,1
2025-01-20 10:05:43.841187,569,1
2025-01-20 10:05:43.851187,449,1
2025-01-20 10:05:43.861187,593,2
2025-01-20 10:05:43.871187,563,1
2025-01-20 10:05:43.881187,599,1
2025-01-20 10:05:43.891187,474,1
2025-01-20 10:05:43.901187,688,2
2025-01-20 10:05:43.911187,460,1
2025-01-20 10:05:43.921187,637,2
2025-01-20 10:05:43.931187,591,1
2025-01-20 10:05:43.941187,598,1
2025-01-20 10:05:43.951187,546,1
2025-01-20 10:05:43.961187,676,2
2025-01-20 10:05:43.971187,551,1
2025-01-20 10:05:43.981187,686,2
2025-01-20 10:05:43.991187,435,1
2025-01-20 10:05:44.001187,430,1
2025-01-20 10:05:44.011187,96,0
2025-01-20 10:05:44.021187,159,0
2025-01-20 10:05:44.031187,27,0
2025-01-20 10:05:44.041187,436,1
2025-01-20 10:05:44.051187,212,0
2025-01-20 10:05:44.061187,495,1
2025-01-20 10:05:44.071187,370,0
2025-01-20 10:05:44.081187,249,0
2025-01-20 10:05:44.091187,283,0
2025-01-20 10:05:44.101187,450,1
2025-01-20 10:05:44.111187,697,2
2025-01-20 10:05:44.121187,558,1
2025-01-20 10:05:44.131187,623,2
2025-01-20 10:05:44.141187,673,2
2025-01-20 10:05:44.151187,494,1
2025-01-20 10:05:44.161187,626,2
2025-01-20 10:05:44.171187,604,2
2025-01-20 10:05:44.181187,587,1
2025-01-20 10:05:44.191187,551,1
2025-01-20 10:05:44.201187,587,1
2025-01-20 10:05:44.211187,652,2
2025-01-20 10:05:44.221187,593,1
2025-01-20 10:05:44.231187,468,1
2025-01-20 10:05:44.241187,347,0
2025-01-20 10:05:44.251187,0,0
2025-01-20 10:05:44.261187,0,0
2025-01-20 10:05:44.271187,0,0
2025-01-20 10:05:44.281187,0,0
2025-01-20 10:05:44.291187,0,0
2025-01-20 10:05:44.301187,0,0
2025-01-20 10:05:44.311187,0,0
2025-01-20 10:05:44.321187,0,0
2025-01-20 10:05:44.331187,0,0
2025-01-20 10:05:44.341187,0,0
2025-01-20 10:05:44.351187,0,0
2025-01-20 10:05:44.361187,0,0
2025-01-20 10:05:44.371187,0,0
2025-01-20 10:05:44.381187,0,0
2025-01-20 10:05:44.391187,0,0
2025-01-20 10:05:44.401187,0,0
2025-01-20 10:05:44.411187,0,0
2025-01-20 10:05:44.421187,320,0
2025-01-20 10:05:44.431187,285,0
2025-01-20 10:05:44.441187,501,1
2025-01-20 10:05:44.451187,865,4
2025-01-20 10:05:44.461187,675,2
2025-01-20 10:05:44.471187,856,3
2025-01-20 10:05:44.481187,893,4
2025-01-20 10:05:44.491187,1018,6
2025-01-20 10:05:44.501187,1018,5
2025-01-20 10:05:44.511187,1018,6
2025-01-20 10:05:44.521187,1018,6
2025-01-20 10:05:44.531187,1018,6
2025-01-20 10:05:44.541187,1018,5
2025-01-20 10:05:44.551187,1018,5
2025-01-20 10:05:44.561187,1018,6
2025-01-20 10:05:44.571187,1018,6
2025-01-20 10:05:44.581187,1018,5
2025-01-20 10:05:44.591187,1018,5
2025-01-20 10:05:44.601187,1018,6
2025-01-20 10:05:44.611187,1018,5
2025-01-20 10:05:44.621187,1018,6
2025-01-20 10:05:44.631187,1018,5
2025-01-20 10:05:44.641187,1018,6
2025-01-20 10:05:44.651187,1018,5
2025-01-20 10:05:44.661187,1018,6
2025-01-20 10:05:44.671187,1018,6
2025-01-20 10:05:44.681187,1018,6
2025-01-20 10:05:44.691187,1018,5
2025-01-20 10:05:44.701187,964,5
2025-01-20 10:05:44.711187,1018,5
2025-01-20 10:05:44.721187,1018,6
2025-01-20 10:05:44.731187,1018,5
2025-01-20 10:05:44.741187,1018,6
2025-01-20 10:05:44.751187,1018,5
2025-01-20 10:05:44.761187,1018,6
2025-01-20 10:05:44.771187,1018,5
2025-01-20 10:05:44.781187,1018,6
2025-01-20 10:05:44.791187,1018,6
2025-01-20 10:05:44.801187,1018,5
2025-01-20 10:05:44.811187,1018,5
2025-01-20 10:05:44.821187,1018,5
2025-01-20 10:05:44.831187,1018,5
2025-01-20 10:05:44.841187,1018,5
2025-01-20 10:05:44.851187,1018,6
2025-01-20 10:05:44.861187,1018,5
2025-01-20 10:05:44.871187,1018,5
2025-01-20 10:05:44.881187,1018,6
2025-01-20 10:05:44.891187,1018,6
2025-01-20 10:05:44.901187,1018,5
2025-01-20 10:05:44.911187,1018,6
2025-01-20 10:05:44.921187,1018,6
2025-01-20 10:05:44.931187,1018,6
2025-01-20 10:05:44.941187,1018,6
2025-01-20 10:05:44.951187,819,3
2025-01-20 10:05:44.961187,868,4
2025-01-20 10:05:44.971187,612,2
2025-01-20 10:05:44.981187,556,1
2025-01-20 10:05:44.991187,268,0
2025-01-20 10:05:45.001187,496,1
2025-01-20 10:05:45.011187,215,0
2025-01-20 10:05:45.021187,119,0
2025-01-20 10:05:45.031187,206,0
2025-01-20 10:05:45.041187,83,0
2025-01-20 10:05:45.051187,0,0
2025-01-20 10:05:45.061187,214,0
2025-01-20 10:05:45.071187,0,0
2025-01-20 10:05:45.081187,178,0
2025-01-20 10:05:45.091187,0,0
2025-01-20 10:05:45.101187,0,0
2025-01-20 10:05:45.111187,0,0
2025-01-20 10:05:45.121187,91,0
2025-01-20 10:05:45.131187,255,0
2025-01-20 10:05:45.141187,342,0
2025-01-20 10:05:45.151187,164,0
2025-01-20 10:05:45.161187,92,0
2025-01-20 10:05:45.171187,0,0
2025-01-20 10:05:45.181187,59,0
2025-01-20 10:05:45.191187,0,0
2025-01-20 10:05:45.201187,15,0
2025-01-20 10:05:45.211187,0,0
2025-01-20 10:05:45.221187,0,0
2025-01-20 10:05:45.231187,0,0
2025-01-20 10:05:45.241187,0,0
2025-01-20 10:05:45.251187,0,0
2025-01-20 10:05:45.261187,0,0
2025-01-20 10:05:45.271187,0,0
2025-01-20 10:05:45.281187,0,0
2025-01-20 10:05:45.291187,0,0
2025-01-20 10:05:45.301187,0,0
2025-01-20 10:05:45.311187,0,0
2025-01-20 10:05:45.321187,0,0
2025-01-20 10:05:45.331187,0,0
2025-01-20 10:05:45.341187,0,0
2025-01-20 10:05:45.351187,0,0
2025-01-20 10:05:45.361187,0,0
2025-01-20 10:05:45.371187,0,0
2025-01-20 10:05:45.381187,146,0
2025-01-20 10:05:45.391187,0,0
2025-01-20 10:05:45.401187,77,0
2025-01-20 10:05:45.411187,0,0
2025-01-20 10:05:45.421187,103,0
2025-01-20 10:05:45.431187,0,0
2025-01-20 10:05:45.441187,84,0
2025-01-20 10:05:45.451187,43,0
2025-01-20 10:05:45.461187,0,0
2025-01-20 10:05:45.471187,161,0
2025-01-20 10:05:45.481187,68,0
2025-01-20 10:05:45.491187,66,0
2025-01-20 10:05:45.501187,305,0
2025-01-20 10:05:45.511187,230,0
2025-01-20 10:05:45.521187,304,0
2025-01-20 10:05:45.531187,0,0
2025-01-20 10:05:45.541187,0,0
2025-01-20 10:05:45.551187,0,0
2025-01-20 10:05:45.561187,0,0
2025-01-20 10:05:45.571187,0,0
2025-01-20 10:05:45.581187,0,0
2025-01-20 10:05:45.591187,0,0
2025-01-20 10:05:45.601187,0,0
2025-01-20 10:05:45.611187,0,0
2025-01-20 10:05:45.621187,86,0
2025-01-20 10:05:45.631187,0,0
2025-01-20 10:05:45.641187,215,0
2025-01-20 10:05:45.651187,156,0
2025-01-20 10:05:45.661187,205,0
2025-01-20 10:05:45.671187,127,0
2025-01-20 10:05:45.681187,273,0
2025-01-20 10:05:45.691187,199,0
2025-01-20 10:05:45.701187,392,0
2025-01-20 10:05:45.711187,233,0
2025-01-20 10:05:45.721187,503,1
2025-01-20 10:05:45.731187,555,1
2025-01-20 10:05:45.741187,389,0
2025-01-20 10:05:45.751187,529,1
2025-01-20 10:05:45.761187,621,2
2025-01-20 10:05:45.771187,537,1
2025-01-20 10:05:45.781187,526,1
2025-01-20 10:05:45.791187,446,1
2025-01-20 10:05:45.801187,670,2
2025-01-20 10:05:45.811187,312,0
2025-01-20 10:05:45.821187,271,0
2025-01-20 10:05:45.831187,58,0
2025-01-20 10:05:45.841187,627,2
2025-01-20 10:05:45.851187,242,0
2025-01-20 10:05:45.861187,552,1
2025-01-20 10:05:45.871187,580,1
2025-01-20 10:05:45.881187,398,0
2025-01-20 10:05:45.891187,704,2
2025-01-20 10:05:45.901187,683,2
2025-01-20 10:05:45.911187,458,1
2025-01-20 10:05:45.921187,560,1
2025-01-20 10:05:45.931187,408,0
2025-01-20 10:05:45.941187,582,1
2025-01-20 10:05:45.951187,501,1
2025-01-20 10:05:45.961187,564,1
2025-01-20 10:05:45.971187,583,1
2025-01-20 10:05:45.981187,395,0
2025-01-20 10:05:45.991187,532,1
2025-01-20 10:05:46.001187,541,1
2025-01-20 10:05:46.011187,600,1
2025-01-20 10:05:46.021187,614,2
2025-01-20 10:05:46.031187,577,1
2025-01-20 10:05:46.041187,819,3
2025-01-20 10:05:46.051187,576,1
2025-01-20 10:05:46.061187,731,3
2025-01-20 10:05:46.071187,755,3
2025-01-20 10:05:46.081187,706,2
2025-01-20 10:05:46.091187,577,1
2025-01-20 10:05:46.101187,940,5
2025-01-20 10:05:46.111187,594,1
2025-01-20 10:05:46.121187,615,2
2025-01-20 10:05:46.131187,473,1
2025-01-20 10:05:46.141187,570,1
2025-01-20 10:05:46.151187,648,2
2025-01-20 10:05:46.161187,976,5
2025-01-20 10:05:46.171187,1018,6
2025-01-20 10:05:46.181187,944,5
2025-01-20 10:05:46.191187,728,3
2025-01-20 10:05:46.201187,822,3
2025-01-20 10:05:46.211187,732,3
2025-01-20 10:05:46.221187,750,3
2025-01-20 10:05:46.231187,731,3
2025-01-20 10:05:46.241187,877,4
2025-01-20 10:05:46.251187,532,1
2025-01-20 10:05:46.261187,846,3
2025-01-20 10:05:46.271187,595,1
2025-01-20 10:05:46.281187,609,2
2025-01-20 10:05:46.291187,537,1
2025-01-20 10:05:46.301187,613,2
2025-01-20 10:05:46.311187,512,1
2025-01-20 10:05:46.321187,670,2
2025-01-20 10:05:46.331187,528,1
2025-01-20 10:05:46.341187,615,2
2025-01-20 10:05:46.351187,569,1
2025-01-20 10:05:46.361187,468,1
2025-01-20 10:05:46.371187,401,0
2025-01-20 10:05:46.381187,400,0
2025-01-20 10:05:46.391187,395,0
2025-01-20 10:05:46.401187,422,0
2025-01-20 10:05:46.411187,600,2
2025-01-20 10:05:46.421187,413,0
2025-01-20 10:05:46.431187,483,1
2025-01-20 10:05:46.441187,432,0
2025-01-20 10:05:46.451187,291,0
2025-01-20 10:05:46.461187,474,1
2025-01-20 10:05:46.471187,367,0
2025-01-20 10:05:46.481187,582,1
2025-01-20 10:05:46.491187,441,1
2025-01-20 10:05:46.501187,411,0
2025-01-20 10:05:46.511187,472,1
2025-01-20 10:05:46.521187,598,1
2025-01-20 10:05:46.531187,303,0
2025-01-20 10:05:46.541187,638,2
2025-01-20 10:05:46.551187,272,0
2025-01-20 10:05:46.561187,589,1
2025-01-20 10:05:46.571187,380,0
2025-01-20 10:05:46.581187,631,2
2025-01-20 10:05:46.591187,441,0
2025-01-20 10:05:46.601187,741,3
2025-01-20 10:05:46.611187,446,1
2025-01-20 10:05:46.621187,710,2
2025-01-20 10:05:46.631187,519,1
2025-01-20 10:05:46.641187,517,1
2025-01-20 10:05:46.651187,412,0
2025-01-20 10:05:46.661187,600,1
2025-01-20 10:05:46.671187,388,0
2025-01-20 10:05:46.681187,494,1
2025-01-20 10:05:46.691187,510,1
2025-01-20 10:05:46.701187,632,2
2025-01-20 10:05:46.711187,276,0
2025-01-20 10:05:46.721187,587,1
2025-01-20 10:05:46.731187,600,1
2025-01-20 10:05:46.741187,559,1
2025-01-20 10:05:46.751187,548,1
2025-01-20 10:05:46.761187,643,2
2025-01-20 10:05:46.771187,232,0
2025-01-20 10:05:46.781187,282,0
2025-01-20 10:05:46.791187,244,0
2025-01-20 10:05:46.801187,78,0
2025-01-20 10:05:46.811187,47,0
2025-01-20 10:05:46.821187,441,1
2025-01-20 10:05:46.831187,408,0
2025-01-20 10:05:46.841187,409,0
2025-01-20 10:05:46.851187,348,0
2025-01-20 10:05:46.861187,403,0
2025-01-20 10:05:46.871187,347,0
2025-01-20 10:05:46.881187,591,1
2025-01-20 10:05:46.891187,338,0
2025-01-20 10:05:46.901187,545,1
2025-01-20 10:05:46.911187,371,0
2025-01-20 10:05:46.921187,516,1
2025-01-20 10:05:46.931187,403,0
2025-01-20 10:05:46.941187,435,0
2025-01-20 10:05:46.951187,598,1
2025-01-20 10:05:46.961187,506,1
2025-01-20 10:05:46.971187,371,0
2025-01-20 10:05:46.981187,730,3
2025-01-20 10:05:46.991187,534,1
2025-01-20 10:05:47.001187,495,1
2025-01-20 10:05:47.011187,490,1
2025-01-20 10:05:47.021187,571,1
2025-01-20 10:05:47.031187,340,0
2025-01-20 10:05:47.041187,675,2
2025-01-20 10:05:47.051187,527,1
2025-01-20 10:05:47.061187,813,3
2025-01-20 10:05:47.071187,675,2
2025-01-20 10:05:47.081187,715,3
2025-01-20 10:05:47.091187,1018,5
2025-01-20 10:05:47.101187,902,4
2025-01-20 10:05:47.111187,704,2
2025-01-20 10:05:47.121187,826,3
2025-01-20 10:05:47.131187,860,4
2025-01-20 10:05:47.141187,727,3
2025-01-20 10:05:47.151187,691,2
2025-01-20 10:05:47.161187,714,3
2025-01-20 10:05:47.171187,487,1
2025-01-20 10:05:47.181187,579,1
2025-01-20 10:05:47.191187,500,1
2025-01-20 10:05:47.201187,843,3
2025-01-20 10:05:47.211187,496,1
2025-01-20 10:05:47.221187,578,1
2025-01-20 10:05:47.231187,517,1
2025-01-20 10:05:47.241187,564,1
2025-01-20 10:05:47.251187,400,0
2025-01-20 10:05:47.261187,633,2
2025-01-20 10:05:47.271187,515,1
2025-01-20 10:05:47.281187,539,1
2025-01-20 10:05:47.291187,534,1
2025-01-20 10:05:47.301187,408,0
2025-01-20 10:05:47.311187,639,2
2025-01-20 10:05:47.321187,754,3
2025-01-20 10:05:47.331187,294,0
2025-01-20 10:05:47.341187,548,1
2025-01-20 10:05:47.351187,511,1
2025-01-20 10:05:47.361187,566,1
2025-01-20 10:05:47.371187,351,0
2025-01-20 10:05:47.381187,512,1
2025-01-20 10:05:47.391187,426,0
2025-01-20 10:05:47.401187,325,0
2025-01-20 10:05:47.411187,286,0
2025-01-20 10:05:47.421187,304,0
2025-01-20 10:05:47.431187,430,0
2025-01-20 10:05:47.441187,505,1
2025-01-20 10:05:47.451187,401,0
2025-01-20 10:05:47.461187,784,3
2025-01-20 10:05:47.471187,552,1
2025-01-20 10:05:47.481187,720,3
2025-01-20 10:05:47.491187,531,1
2025-01-20 10:05:47.501187,526,1
2025-01-20 10:05:47.511187,757,3
2025-01-20 10:05:47.521187,609,2
2025-01-20 10:05:47.531187,602,1
2025-01-20 10:05:47.541187,518,1
2025-01-20 10:05:47.551187,538,1
2025-01-20 10:05:47.561187,815,3
2025-01-20 10:05:47.571187,625,2
2025-01-20 10:05:47.581187,646,2
2025-01-20 10:05:47.591187,430,0
2025-01-20 10:05:47.601187,454,1
2025-01-20 10:05:47.611187,227,0
2025-01-20 10:05:47.621187,451,1
2025-01-20 10:05:47.631187,404,0
2025-01-20 10:05:47.641187,521,1
2025-01-20 10:05:47.651187,449,1
2025-01-20 10:05:47.661187,528,1
2025-01-20 10:05:47.671187,485,1
2025-01-20 10:05:47.681187,426,0
2025-01-20 10:05:47.691187,621,2
2025-01-20 10:05:47.701187,672,2
2025-01-20 10:05:47.711187,414,0
2025-01-20 10:05:47.721187,555,1
2025-01-20 10:05:47.731187,329,0
2025-01-20 10:05:47.741187,551,1
2025-01-20 10:05:47.751187,597,1
2025-01-20 10:05:47.761187,603,2
2025-01-20 10:05:47.771187,279,0
2025-01-20 10:05:47.781187,412,0
2025-01-20 10:05:47.791187,307,0
2025-01-20 10:05:47.801187,538,1
2025-01-20 10:05:47.811187,481,1
2025-01-20 10:05:47.821187,521,1
2025-01-20 10:05:47.831187,496,1
2025-01-20 10:05:47.841187,421,0
2025-01-20 10:05:47.851187,428,0
2025-01-20 10:05:47.861187,400,0
2025-01-20 10:05:47.871187,301,0
2025-01-20 10:05:47.881187,530,1
2025-01-20 10:05:47.891187,585,1
2025-01-20 10:05:47.901187,500,1
2025-01-20 10:05:47.911187,0,0
2025-01-20 10:05:47.921187,0,0
2025-01-20 10:05:47.931187,0,0
2025-01-20 10:05:47.941187,0,0
2025-01-20 10:05:47.951187,0,0
2025-01-20 10:05:47.961187,0,0
2025-01-20 10:05:47.971187,0,0
2025-01-20 10:05:47.981187,0,0
2025-01-20 10:05:47.991187,0,0
2025-01-20 10:05:48.001187,0,0
2025-01-20 10:05:48.011187,0,0
2025-01-20 10:05:48.021187,0,0
2025-01-20 10:05:48.031187,0,0
2025-01-20 10:05:48.041187,0,0
2025-01-20 10:05:48.051187,0,0
2025-01-20 10:05:48.061187,0,0
